Date,Open,High,Low,Close,Adj Close,Volume
2022-08-22,1826.949951,1838.000000,1811.300049,1832.050049,1830.542725,4162757
2022-08-23,1824.000000,1869.000000,1820.000000,1855.750000,1854.223267,2214300
2022-08-24,1851.000000,1873.949951,1841.400024,1867.599976,1866.063477,1415625
2022-08-25,1875.099976,1905.449951,1856.150024,1868.750000,1867.212524,2204409
2022-08-26,1872.349976,1927.000000,1868.900024,1902.050049,1900.485229,3343088
2022-08-29,1858.000000,1877.949951,1845.000000,1850.000000,1848.477905,3639673
2022-08-30,1864.849976,1920.000000,1857.000000,1915.449951,1913.874023,3885850
2022-09-01,1875.000000,1925.500000,1875.000000,1902.849976,1901.284424,4207842
2022-09-02,1916.949951,1929.000000,1904.400024,1918.849976,1917.271240,3331376
2022-09-05,1911.000000,1957.000000,1911.000000,1937.900024,1936.305664,3806770
2022-09-06,1944.949951,1949.949951,1910.000000,1915.699951,1914.123901,2767854
2022-09-07,1900.000000,1915.099976,1885.699951,1908.250000,1906.680054,1976258
2022-09-08,1920.099976,1938.000000,1912.000000,1930.050049,1928.462158,2412183
2022-09-09,1950.000000,1950.699951,1916.500000,1926.349976,1924.765137,2817973
2022-09-12,1925.000000,1944.000000,1917.750000,1924.000000,1922.417114,1483681
2022-09-13,1933.000000,1940.000000,1920.150024,1923.400024,1921.817627,1584581
2022-09-14,1892.000000,1977.800049,1892.000000,1954.699951,1953.091797,3742429
2022-09-15,1967.500000,1987.199951,1923.000000,1934.150024,1932.558716,3747498
2022-09-16,1926.250000,1980.000000,1910.099976,1930.300049,1928.711914,5168822
2022-09-19,1923.099976,1940.000000,1907.550049,1929.500000,1927.912598,1675912
2022-09-20,1944.000000,1961.699951,1933.000000,1939.750000,1938.154175,1612730
2022-09-21,1927.000000,1950.000000,1898.400024,1918.500000,1916.921631,2238276
2022-09-22,1905.550049,1924.599976,1881.199951,1892.750000,1891.192749,1857227
2022-09-23,1870.099976,1888.699951,1841.900024,1862.699951,1861.167480,2613759
2022-09-26,1836.000000,1858.000000,1816.650024,1829.000000,1827.495239,2285176
2022-09-27,1832.199951,1834.849976,1792.050049,1799.300049,1797.819702,2740144
2022-09-28,1790.000000,1808.000000,1775.099976,1792.599976,1791.125122,1771117
2022-09-29,1802.000000,1810.000000,1759.750000,1765.300049,1763.847656,2799627
2022-09-30,1768.000000,1826.449951,1757.699951,1819.199951,1817.703247,2804653
2022-10-03,1808.000000,1813.000000,1773.300049,1783.900024,1782.432373,2440064
2022-10-04,1808.000000,1827.800049,1802.000000,1822.250000,1820.750732,1668922
2022-10-06,1825.000000,1840.000000,1811.849976,1818.900024,1817.403564,1748151
2022-10-07,1810.500000,1830.000000,1802.199951,1825.400024,1823.898193,1063844
2022-10-10,1801.099976,1821.750000,1794.550049,1808.250000,1806.762329,1037722
2022-10-11,1809.849976,1809.849976,1783.300049,1787.900024,1786.429077,1496718
2022-10-12,1788.000000,1813.000000,1780.199951,1810.199951,1808.710693,1035118
2022-10-13,1805.000000,1815.900024,1793.000000,1801.500000,1800.017822,1172979
