Date,Open,High,Low,Close,Adj Close,Volume
2022-08-22,2617.000000,2631.300049,2586.000000,2606.600098,2597.424805,4371179
2022-08-23,2594.000000,2653.199951,2591.350098,2646.800049,2637.483398,4466619
2022-08-24,2640.100098,2670.000000,2635.350098,2639.750000,2630.458008,4785579
2022-08-25,2648.949951,2662.899902,2622.600098,2632.050049,2622.785156,3632902
2022-08-26,2633.000000,2650.000000,2607.000000,2618.000000,2608.784668,4957449
2022-08-29,2585.000000,2655.000000,2578.050049,2597.649902,2588.506104,9155684
2022-08-30,2614.000000,2645.250000,2576.600098,2637.949951,2628.664307,10678670
2022-09-01,2582.649902,2604.949951,2550.699951,2560.399902,2551.387207,9188434
2022-09-02,2560.399902,2575.350098,2525.699951,2530.500000,2521.592529,5999196
2022-09-05,2531.000000,2581.500000,2531.000000,2569.800049,2560.754395,5227785
2022-09-06,2573.000000,2606.000000,2572.000000,2596.850098,2587.709229,5030172
2022-09-07,2575.000000,2594.899902,2570.000000,2581.750000,2572.662109,3455942
2022-09-08,2588.250000,2598.000000,2571.000000,2585.399902,2576.299316,3256840
2022-09-09,2610.000000,2610.000000,2564.000000,2569.300049,2560.256104,3837302
2022-09-12,2570.550049,2612.000000,2570.550049,2598.050049,2588.904785,3431445
2022-09-13,2618.000000,2629.699951,2601.000000,2619.750000,2610.528564,4102114
2022-09-14,2575.000000,2610.000000,2572.750000,2588.350098,2579.239014,4004997
2022-09-15,2583.000000,2603.550049,2556.750000,2562.699951,2553.679199,4783723
2022-09-16,2543.750000,2553.000000,2491.000000,2499.199951,2490.402832,9330469
2022-09-19,2499.199951,2522.699951,2481.350098,2502.449951,2493.641357,3498286
2022-09-20,2522.449951,2537.699951,2494.699951,2502.850098,2494.040039,3881882
2022-09-21,2496.750000,2533.000000,2495.000000,2509.750000,2500.915771,4249172
2022-09-22,2486.000000,2503.000000,2472.100098,2486.100098,2477.348877,4757219
2022-09-23,2485.000000,2495.949951,2436.100098,2439.500000,2430.912842,4397194
2022-09-26,2394.050049,2417.800049,2375.149902,2377.350098,2368.981689,5759298
2022-09-27,2394.000000,2426.000000,2360.100098,2396.250000,2387.815186,7455448
2022-09-28,2360.350098,2378.000000,2327.100098,2332.449951,2324.239746,7844140
2022-09-29,2360.000000,2367.500000,2313.000000,2325.300049,2317.114990,6771046
2022-09-30,2311.000000,2402.000000,2311.000000,2377.750000,2369.380371,8589908
2022-10-03,2391.500000,2416.949951,2363.000000,2369.500000,2361.159424,5470030
2022-10-04,2397.800049,2418.000000,2390.149902,2413.199951,2404.705566,4129893
2022-10-06,2429.000000,2450.000000,2418.149902,2422.100098,2413.574219,6162021
2022-10-07,2414.649902,2443.899902,2414.649902,2432.350098,2423.788086,3560167
2022-10-10,2405.000000,2417.600098,2388.000000,2405.800049,2397.331543,2921076
2022-10-11,2414.000000,2414.000000,2351.100098,2357.899902,2349.600098,4252803
2022-10-12,2352.000000,2381.699951,2343.100098,2375.250000,2366.889160,3422992
2022-10-13,2371.399902,2394.000000,2360.100098,2382.800049,2374.412598,3382098
2022-10-14,2415.000000,2416.350098,2369.100098,2370.699951,2362.354980,4202459
2022-10-17,2355.000000,2414.000000,2343.600098,2408.750000,2400.271240,7720595
2022-10-18,2422.000000,2463.000000,2420.149902,2451.250000,2442.621582,5729899
2022-10-19,2454.500000,2527.850098,2441.699951,2493.899902,2485.121338,8882553
2022-10-20,2485.000000,2519.000000,2485.000000,2500.600098,2491.797852,4022919
2022-10-21,2507.699951,2516.800049,2467.000000,2471.600098,2462.900146,3804352
2022-10-24,2460.000000,2502.500000,2455.300049,2479.850098,2471.121094,1555270
2022-10-25,2499.000000,2499.000000,2438.000000,2441.550049,2432.955811,5645639
2022-10-27,2458.000000,2468.449951,2432.800049,2451.149902,2442.521729,5774775
2022-10-28,2465.000000,2535.000000,2459.449951,2526.149902,2517.257813,8126824
2022-10-31,2541.000000,2560.949951,2532.199951,2549.600098,2540.625488,5731802
2022-11-01,2600.000000,2600.000000,2508.000000,2529.850098,2520.945068,6443999
2022-11-02,2532.300049,2550.199951,2515.000000,2545.649902,2536.689209,4145144
2022-11-03,2529.850098,2559.550049,2525.050049,2555.149902,2546.155762,3089026
2022-11-04,2553.899902,2600.000000,2551.100098,2592.750000,2583.623535,5803737
2022-11-07,2591.000000,2610.300049,2574.000000,2606.600098,2597.424805,5440967
2022-11-09,2610.300049,2621.949951,2590.050049,2604.000000,2594.833984,5193814
2022-11-10,2590.000000,2596.550049,2563.000000,2572.500000,2563.444824,2753420
2022-11-11,2600.000000,2636.000000,2588.000000,2631.800049,2622.536133,5681124
2022-11-14,2630.750000,2642.000000,2605.149902,2619.050049,2609.831055,4173395
2022-11-15,2622.300049,2626.399902,2590.000000,2607.300049,2598.122314,3270388
2022-11-16,2610.000000,2615.949951,2581.350098,2592.350098,2583.225098,4484007
2022-11-17,2584.949951,2613.000000,2580.000000,2599.050049,2589.901367,3074259
2022-11-18,2606.750000,2609.000000,2571.100098,2597.649902,2588.506104,2447425
2022-11-21,2588.000000,2588.000000,2543.100098,2550.899902,2541.920654,2949108
2022-11-22,2545.000000,2568.500000,2536.500000,2565.050049,2556.020996,3051201
2022-11-23,2575.000000,2577.899902,2552.250000,2557.050049,2548.049316,2959787
2022-11-24,2566.000000,2594.000000,2548.199951,2579.100098,2570.021729,4333225
2022-11-25,2589.000000,2624.899902,2582.100098,2617.600098,2608.386230,3391988
2022-11-28,2608.899902,2721.050049,2502.000000,2707.550049,2698.019531,14549929
2022-11-29,2703.949951,2731.649902,2694.000000,2712.199951,2702.653076,5103687
2022-11-30,2712.500000,2745.449951,2698.199951,2731.350098,2721.735596,12075137
2022-12-01,2741.800049,2755.000000,2716.000000,2723.300049,2713.714111,4377696
2022-12-02,2730.000000,2748.000000,2700.600098,2722.149902,2712.567871,5348595
2022-12-05,2712.000000,2716.750000,2678.000000,2682.449951,2673.007813,6843367
2022-12-06,2665.100098,2697.000000,2661.000000,2690.199951,2680.730469,3966243
2022-12-07,2685.000000,2695.000000,2642.149902,2650.500000,2641.170166,3905263
2022-12-08,2660.000000,2665.000000,2640.100098,2649.250000,2639.924561,3579858
2022-12-09,2646.000000,2660.000000,2601.850098,2609.100098,2599.916016,5840633
2022-12-12,2585.500000,2623.000000,2585.000000,2613.100098,2603.901855,4374946
2022-12-13,2613.100098,2633.000000,2606.699951,2625.000000,2615.760010,3845839
2022-12-14,2637.649902,2638.949951,2611.000000,2615.500000,2606.293457,3354618
2022-12-15,2602.500000,2615.000000,2571.000000,2578.350098,2569.274170,4009765
2022-12-16,2571.000000,2618.800049,2558.149902,2565.600098,2556.569092,7308934
2022-12-19,2581.000000,2604.000000,2566.699951,2599.300049,2590.150391,3567363
2022-12-20,2583.899902,2626.000000,2566.000000,2621.800049,2612.571289,3446291
2022-12-21,2621.000000,2633.000000,2576.100098,2584.500000,2575.402588,3935463
2022-12-22,2598.000000,2604.649902,2566.750000,2577.800049,2568.726074,3438692
2022-12-23,2563.300049,2590.500000,2492.250000,2502.199951,2493.392090,4733657
2022-12-26,2514.750000,2542.000000,2492.399902,2524.050049,2515.165283,2764496
2022-12-27,2530.000000,2548.800049,2515.250000,2544.699951,2535.742676,2659749
2022-12-28,2538.000000,2549.800049,2521.500000,2544.449951,2535.493408,3442509
2022-12-29,2527.000000,2548.899902,2525.500000,2543.300049,2534.347656,3198493
2022-12-30,2545.100098,2577.000000,2541.100098,2547.199951,2538.233887,3364092
2023-01-02,2550.000000,2579.000000,2548.199951,2575.899902,2566.832764,2453414
2023-01-03,2565.050049,2573.000000,2547.800049,2557.050049,2548.049316,3534596
2023-01-04,2557.000000,2561.050049,2514.000000,2518.550049,2509.684814,4275746
2023-01-05,2523.500000,2536.399902,2504.000000,2514.050049,2505.200684,6293519
2023-01-06,2526.649902,2547.949951,2518.300049,2536.899902,2527.969971,2930338
2023-01-09,2545.300049,2602.000000,2543.350098,2596.800049,2587.659180,4948549
2023-01-10,2606.000000,2606.000000,2546.000000,2558.399902,2549.394287,3713755
2023-01-11,2552.500000,2558.000000,2521.100098,2526.149902,2517.257813,5311657
2023-01-12,2524.850098,2532.500000,2465.000000,2471.600098,2462.900146,8163366
2023-01-13,2458.399902,2472.899902,2434.600098,2467.600098,2458.914063,9515473
2023-01-16,2472.699951,2479.649902,2427.000000,2444.100098,2435.496826,6287407
2023-01-17,2458.000000,2483.000000,2450.600098,2478.800049,2470.074707,4961585
2023-01-18,2473.500000,2491.100098,2460.350098,2474.699951,2465.989014,6206382
2023-01-19,2472.899902,2481.149902,2456.649902,2472.050049,2463.348389,5510333
2023-01-20,2475.000000,2475.000000,2437.250000,2442.649902,2434.051758,6890325
2023-01-23,2449.000000,2466.199951,2425.000000,2430.300049,2421.745361,5055324
2023-01-24,2440.000000,2443.649902,2387.350098,2415.949951,2407.445801,7609558
2023-01-25,2412.449951,2414.699951,2380.000000,2382.550049,2374.163330,5715684
2023-01-27,2384.399902,2387.350098,2311.649902,2337.350098,2329.122559,11920991
2023-01-30,2331.699951,2371.899902,2301.000000,2359.750000,2351.443604,10047822
2023-01-31,2382.000000,2387.649902,2341.000000,2353.850098,2345.564453,10472167
