Date,Open,High,Low,Close,Adj Close,Volume
2023-02-08,3478.050049,3539.899902,3478.050049,3520.100098,3485.051514,1986946
2023-02-09,3515.000000,3547.600098,3505.300049,3540.850098,3505.594727,1655427
2023-02-10,3520.000000,3542.350098,3508.149902,3537.550049,3502.327637,1187821
2023-02-13,3549.000000,3549.000000,3473.399902,3482.399902,3447.726807,1087939
2023-02-14,3505.000000,3524.850098,3495.000000,3500.100098,3465.250732,1579818
2023-02-15,3487.000000,3526.000000,3460.149902,3520.649902,3485.595703,1429449
2023-02-16,3527.199951,3575.000000,3527.000000,3558.050049,3522.623535,1618931
2023-02-17,3526.149902,3538.899902,3490.000000,3501.149902,3466.290039,1061369
2023-02-20,3502.000000,3522.000000,3475.050049,3487.300049,3452.578125,1296082
2023-02-21,3494.000000,3508.899902,3444.750000,3451.000000,3416.639404,1139541
2023-02-22,3414.949951,3447.000000,3395.000000,3401.550049,3367.681641,1218430
2023-02-23,3421.000000,3452.399902,3408.000000,3413.800049,3379.809814,1441570
2023-02-24,3422.500000,3433.949951,3382.300049,3400.449951,3366.592773,977592
2023-02-27,3390.000000,3390.000000,3316.000000,3331.850098,3298.675781,1128022
2023-02-28,3328.500000,3392.000000,3299.899902,3312.850098,3279.865234,4116217
2023-03-01,3323.000000,3389.000000,3315.000000,3385.699951,3351.989502,1669307
2023-03-02,3361.000000,3369.899902,3318.000000,3321.449951,3288.379150,1556538
2023-03-03,3354.000000,3358.000000,3331.100098,3342.149902,3308.873291,1043190
2023-03-06,3361.899902,3404.949951,3359.000000,3371.850098,3338.277588,1334132
2023-03-08,3364.000000,3396.000000,3330.850098,3390.399902,3356.642822,1844590
2023-03-09,3385.000000,3385.000000,3330.850098,3336.850098,3303.626221,1648500
2023-03-10,3312.899902,3337.250000,3290.000000,3331.000000,3297.834229,1024404
2023-03-13,3333.000000,3369.800049,3272.000000,3281.949951,3249.272461,1901233
2023-03-14,3280.000000,3304.399902,3209.399902,3214.949951,3182.939697,2670334
2023-03-15,3250.000000,3260.350098,3192.000000,3198.899902,3167.049316,1780522
2023-03-16,3208.000000,3219.800049,3172.000000,3185.000000,3153.287842,1901060
2023-03-17,3150.500000,3221.399902,3144.000000,3179.300049,3147.644775,6739966
2023-03-20,3169.649902,3169.649902,3095.050049,3143.300049,3112.003174,2289468
2023-03-21,3143.300049,3156.750000,3097.449951,3106.100098,3075.173584,1815297
2023-03-22,3130.050049,3143.500000,3106.100098,3130.800049,3099.627441,1123939
2023-03-23,3114.899902,3146.350098,3101.000000,3124.649902,3093.538574,1372218
2023-03-24,3148.899902,3170.000000,3106.000000,3120.500000,3089.430176,1329577
2023-03-27,3135.000000,3152.750000,3106.000000,3122.300049,3091.212158,1524217
2023-03-28,3127.000000,3149.550049,3110.149902,3115.899902,3084.875732,1303530
2023-03-29,3129.000000,3150.000000,3104.100098,3138.899902,3107.646729,1740616
2023-03-31,3189.949951,3213.000000,3152.000000,3205.899902,3173.979492,2382581
2023-04-03,3224.949951,3224.949951,3173.750000,3200.000000,3168.138672,1521830
2023-04-05,3185.500000,3264.350098,3185.500000,3239.800049,3207.542236,2655065
2023-04-06,3225.000000,3257.350098,3215.000000,3220.699951,3188.632324,1703464
2023-04-10,3220.000000,3272.000000,3215.000000,3263.399902,3230.907227,2203187
2023-04-11,3264.000000,3272.949951,3192.149902,3213.800049,3181.801270,2348779
2023-04-12,3227.949951,3260.949951,3199.000000,3241.649902,3209.373535,2417727
2023-04-13,3210.000000,3230.000000,3180.000000,3188.850098,3157.099609,4174070
2023-04-17,3134.100098,3163.399902,3070.250000,3139.500000,3108.240967,5505048
2023-04-18,3154.949951,3156.850098,3110.600098,3130.750000,3099.578125,2617302
2023-04-19,3130.750000,3140.000000,3071.500000,3089.600098,3058.837891,3298034
2023-04-20,3090.000000,3113.000000,3078.000000,3104.800049,3073.886475,2419999
2023-04-21,3110.000000,3164.449951,3100.800049,3160.850098,3129.378418,1929184
2023-04-24,3151.100098,3180.949951,3126.149902,3174.800049,3143.189453,1640676
2023-04-25,3183.000000,3191.199951,3147.500000,3176.000000,3144.377686,2024090
2023-04-26,3181.000000,3208.399902,3181.000000,3198.149902,3166.306885,2000029
2023-04-27,3185.000000,3199.199951,3170.649902,3187.949951,3156.208496,2434446
2023-04-28,3200.399902,3227.250000,3196.250000,3219.250000,3187.197021,2931312
2023-05-02,3235.000000,3235.000000,3210.000000,3219.399902,3187.345215,2321159
2023-05-03,3216.000000,3216.000000,3173.149902,3179.899902,3148.238770,2468285
2023-05-04,3180.149902,3224.449951,3178.000000,3220.699951,3188.632324,1953253
2023-05-05,3220.000000,3244.000000,3210.050049,3230.699951,3198.532959,1710027
2023-05-08,3245.000000,3254.850098,3231.300049,3250.600098,3218.234863,928235
2023-05-09,3252.600098,3298.000000,3246.000000,3283.250000,3250.559814,1107375
2023-05-10,3290.000000,3306.500000,3266.050049,3286.800049,3254.074219,1559987
2023-05-11,3309.000000,3309.699951,3272.000000,3282.149902,3249.470459,1719623
2023-05-12,3279.149902,3290.000000,3260.000000,3274.300049,3241.698730,1027479
2023-05-15,3284.000000,3292.000000,3248.350098,3255.050049,3222.640381,1150390
2023-05-16,3256.199951,3285.000000,3250.449951,3258.149902,3225.709473,986306
2023-05-17,3255.949951,3280.000000,3198.250000,3208.699951,3176.751953,1588815
2023-05-18,3225.949951,3228.949951,3195.000000,3199.850098,3167.989990,1369364
2023-05-19,3210.000000,3234.500000,3203.050049,3222.850098,3190.761230,1152449
2023-05-22,3230.000000,3308.449951,3217.050049,3298.699951,3265.855713,1333243
2023-05-23,3306.000000,3327.949951,3290.100098,3297.050049,3264.222168,1687418
2023-05-24,3276.000000,3317.199951,3276.000000,3303.350098,3270.459717,1016555
2023-05-25,3294.000000,3306.000000,3267.100098,3293.500000,3260.707764,1374917
2023-05-26,3293.500000,3338.649902,3291.000000,3328.899902,3295.754883,1791115
2023-05-29,3360.800049,3372.000000,3312.000000,3320.350098,3287.290527,1210372
2023-05-30,3315.000000,3326.949951,3301.350098,3316.199951,3283.181396,1344224
2023-05-31,3309.000000,3327.699951,3265.149902,3289.500000,3256.747559,5815424
2023-06-01,3314.000000,3340.000000,3297.500000,3324.000000,3290.903809,1177314
2023-06-02,3326.250000,3335.899902,3297.449951,3305.600098,3272.687256,2030661
2023-06-05,3315.000000,3327.000000,3285.050049,3288.899902,3256.153320,1861468
2023-06-06,3280.000000,3288.850098,3220.600098,3232.300049,3200.116943,2022849
2023-06-07,3253.000000,3278.850098,3241.000000,3274.899902,3242.292725,1567196
2023-06-08,3261.000000,3270.000000,3233.000000,3236.449951,3204.225586,1759366
2023-06-09,3245.000000,3250.000000,3205.350098,3209.300049,3177.346191,1775689
2023-06-12,3215.000000,3254.399902,3211.000000,3246.899902,3214.571533,2324605
2023-06-13,3260.000000,3265.000000,3239.000000,3243.699951,3211.403320,1371928
2023-06-14,3243.699951,3255.850098,3225.850098,3251.050049,3218.680176,1658544
2023-06-15,3245.300049,3247.449951,3210.000000,3216.300049,3207.958252,2273810
2023-06-16,3197.000000,3199.399902,3156.000000,3174.899902,3166.665283,4156189
2023-06-19,3190.000000,3214.899902,3175.000000,3210.399902,3202.073242,1468186
2023-06-20,3214.000000,3232.500000,3201.050049,3227.699951,3219.328369,1528452
2023-06-21,3250.000000,3261.399902,3223.949951,3258.199951,3249.749268,1645987
2023-06-22,3260.000000,3267.649902,3230.100098,3238.500000,3230.100586,1529603
2023-06-23,3237.300049,3249.399902,3209.149902,3216.350098,3208.008057,1119505
2023-06-26,3205.000000,3213.899902,3173.000000,3189.649902,3181.377197,1978803
2023-06-27,3202.000000,3209.649902,3182.300049,3197.350098,3189.057373,863542
2023-06-28,3197.350098,3197.350098,3197.350098,3197.350098,3189.057373,0
2023-06-30,3220.000000,3310.000000,3214.100098,3302.250000,3293.685059,2672406
2023-07-03,3314.300049,3318.800049,3268.750000,3272.300049,3263.812988,1687264
2023-07-04,3290.000000,3315.000000,3277.300049,3308.850098,3300.268066,1656681
2023-07-05,3320.000000,3329.000000,3305.000000,3319.949951,3311.339111,1453008
2023-07-06,3306.550049,3328.449951,3302.000000,3322.899902,3314.281494,1848238
2023-07-07,3302.000000,3356.899902,3302.000000,3329.250000,3320.615234,1789326
2023-07-10,3324.750000,3324.750000,3265.199951,3271.949951,3263.463623,1407431
2023-07-11,3295.000000,3295.000000,3260.800049,3272.399902,3263.912598,1110172
2023-07-12,3280.949951,3289.149902,3250.100098,3259.899902,3251.444824,1515240
2023-07-13,3284.000000,3367.449951,3272.750000,3340.550049,3331.885986,4585146
2023-07-14,3365.000000,3524.850098,3352.000000,3514.649902,3505.534180,6306101
2023-07-17,3510.000000,3549.899902,3477.050049,3491.699951,3482.643799,2743228
2023-07-18,3476.000000,3524.000000,3465.000000,3496.850098,3487.780518,2600090
2023-07-19,3500.000000,3516.850098,3445.649902,3470.050049,3461.050049,2405370
2023-07-20,3453.100098,3478.899902,3436.050049,3463.300049,3463.300049,1715404
2023-07-21,3404.050049,3434.899902,3359.050049,3368.300049,3368.300049,3770223
2023-07-24,3381.000000,3413.449951,3372.100098,3394.750000,3394.750000,1680132
2023-07-25,3397.500000,3406.800049,3380.199951,3399.149902,3399.149902,1272980
2023-07-26,3400.350098,3420.850098,3385.000000,3388.300049,3388.300049,1066803
2023-07-27,3394.949951,3411.649902,3385.050049,3396.899902,3396.899902,1701769
2023-07-28,3385.000000,3393.699951,3331.000000,3355.399902,3355.399902,2599831
2023-07-31,3364.399902,3426.649902,3360.899902,3421.449951,3421.449951,2743678
2023-08-01,3415.000000,3460.000000,3415.000000,3452.050049,3452.050049,1956167
2023-08-02,3434.949951,3446.399902,3413.600098,3440.649902,3440.649902,1914899
2023-08-03,3420.000000,3433.250000,3368.000000,3399.949951,3399.949951,2026351
2023-08-04,3401.250000,3471.000000,3401.250000,3443.550049,3443.550049,2248493
2023-08-07,3453.949951,3488.000000,3441.250000,3484.050049,3484.050049,1853889
2023-08-08,3484.050049,3489.949951,3456.600098,3470.600098,3470.600098,1634225
2023-08-09,3464.899902,3467.000000,3425.050049,3462.500000,3462.500000,1794589
2023-08-10,3450.000000,3464.899902,3430.050049,3442.100098,3442.100098,1096701
2023-08-11,3438.100098,3466.649902,3414.000000,3448.800049,3448.800049,1679974
2023-08-14,3440.699951,3455.000000,3411.000000,3449.850098,3449.850098,1190425
2023-08-16,3450.000000,3466.000000,3435.199951,3458.399902,3458.399902,1328445
2023-08-17,3455.000000,3460.800049,3413.199951,3435.750000,3435.750000,1843241
2023-08-18,3410.000000,3410.000000,3356.500000,3367.100098,3367.100098,2526749
2023-08-21,3375.000000,3409.750000,3372.000000,3401.649902,3401.649902,1375579
2023-08-22,3400.000000,3411.000000,3365.050049,3382.149902,3382.149902,1221858
